age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,cons.price.idx,cons.conf.idx,euribor3m,pdays_contacted,y
49,services,divorced,high.school,no,no,no,telephone,jun,thu,2,-1,0,nonexistent,94.465,-41.8,4.955,0,0
48,admin.,single,university.degree,no,yes,no,telephone,may,thu,1,-1,0,nonexistent,93.994,-36.4,4.86,0,0
48,admin.,divorced,university.degree,no,yes,no,cellular,aug,wed,3,-1,0,nonexistent,93.444,-36.1,4.967,0,0
28,technician,married,high.school,no,yes,no,telephone,may,thu,2,-1,0,nonexistent,93.994,-36.4,4.86,0,0
47,admin.,married,unknown,no,no,yes,cellular,apr,wed,2,-1,0,nonexistent,93.075,-47.1,1.445,0,0
35,unemployed,married,basic.9y,unknown,no,no,telephone,may,fri,2,-1,0,nonexistent,93.994,-36.4,4.855,0,0
57,retired,married,basic.6y,no,no,no,cellular,may,thu,1,-1,1,failure,92.893,-46.2,1.327,0,0
31,blue-collar,single,basic.9y,no,no,no,telephone,may,mon,3,-1,0,nonexistent,93.994,-36.4,4.858,0,0
27,student,single,high.school,no,yes,no,cellular,dec,tue,1,-1,0,nonexistent,92.713,-33.0,0.708,0,0
48,entrepreneur,married,basic.9y,no,yes,no,cellular,jul,wed,2,-1,0,nonexistent,93.918,-42.7,4.963,0,0
42,blue-collar,married,basic.4y,no,yes,no,cellular,may,wed,1,-1,1,failure,92.893,-46.2,1.281,0,0
59,admin.,married,university.degree,no,yes,yes,cellular,jul,wed,1,-1,0,nonexistent,92.469,-33.6,1.085,0,0
38,admin.,single,university.degree,no,unknown,unknown,cellular,apr,mon,2,-1,0,nonexistent,93.075,-47.1,1.405,0,0
40,technician,married,professional.course,no,yes,no,cellular,aug,mon,2,-1,0,nonexistent,93.444,-36.1,4.963,0,0
36,management,married,unknown,unknown,yes,no,cellular,jul,thu,1,-1,0,nonexistent,93.918,-42.7,4.962,0,0
35,admin.,married,high.school,no,no,no,telephone,may,tue,1,-1,0,nonexistent,93.994,-36.4,4.856,0,0
39,services,married,high.school,no,no,no,cellular,jul,tue,1,-1,0,nonexistent,93.918,-42.7,4.962,0,0
28,student,single,high.school,no,yes,no,cellular,jul,mon,2,6,1,success,94.215,-40.3,0.827,1,1
27,blue-collar,single,high.school,no,yes,no,cellular,jul,mon,1,-1,0,nonexistent,93.918,-42.7,4.96,0,0
46,services,divorced,high.school,no,yes,no,cellular,jul,wed,1,-1,0,nonexistent,93.918,-42.7,4.963,0,0
44,blue-collar,married,basic.9y,no,no,yes,cellular,jul,fri,3,-1,0,nonexistent,93.918,-42.7,4.962,0,0
33,blue-collar,single,basic.9y,unknown,yes,no,telephone,jun,mon,4,-1,0,nonexistent,94.465,-41.8,4.865,0,0
39,admin.,single,university.degree,no,yes,no,cellular,jul,wed,1,-1,0,nonexistent,93.918,-42.7,4.963,0,0
22,student,single,university.degree,no,yes,no,cellular,oct,tue,1,-1,0,nonexistent,94.601,-49.5,0.982,0,0
60,technician,married,university.degree,unknown,yes,no,telephone,may,fri,5,-1,0,nonexistent,93.994,-36.4,4.855,0,0
64,management,married,university.degree,no,no,no,cellular,jun,tue,1,-1,0,nonexistent,92.963,-40.8,1.099,0,1
33,blue-collar,married,university.degree,no,no,no,telephone,jul,thu,1,-1,0,nonexistent,94.215,-40.3,0.782,0,0
35,entrepreneur,divorced,university.degree,no,no,no,cellular,apr,mon,1,-1,0,nonexistent,93.075,-47.1,1.405,0,1
46,entrepreneur,married,unknown,unknown,yes,no,telephone,jun,fri,1,-1,0,nonexistent,94.465,-41.8,4.967,0,0
33,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,fri,2,-1,0,nonexistent,94.465,-41.8,4.967,0,0
54,management,married,high.school,unknown,no,no,cellular,may,mon,5,-1,1,failure,92.893,-46.2,1.299,0,0
25,blue-collar,single,basic.9y,no,no,no,cellular,mar,thu,2,-1,0,nonexistent,93.369,-34.8,0.654,0,0
30,admin.,single,university.degree,no,yes,no,cellular,may,thu,1,-1,1,failure,92.893,-46.2,1.266,0,0
40,blue-collar,married,basic.4y,no,no,no,telephone,jun,thu,7,-1,0,nonexistent,94.465,-41.8,4.961,0,0
59,retired,divorced,university.degree,unknown,no,no,cellular,jul,tue,2,-1,0,nonexistent,93.918,-42.7,4.961,0,0
26,blue-collar,married,high.school,no,yes,no,telephone,jun,wed,12,-1,0,nonexistent,94.465,-41.8,4.959,0,0
45,blue-collar,divorced,basic.4y,no,yes,no,telephone,jun,tue,8,-1,0,nonexistent,94.465,-41.8,4.961,0,0
38,blue-collar,married,basic.4y,unknown,yes,no,cellular,may,mon,1,-1,0,nonexistent,92.893,-46.2,1.244,0,0
46,blue-collar,married,basic.4y,unknown,no,no,cellular,may,fri,1,-1,0,nonexistent,92.893,-46.2,1.313,0,0
43,blue-collar,married,basic.9y,no,yes,no,telephone,jun,fri,6,-1,0,nonexistent,94.465,-41.8,4.967,0,0
41,technician,divorced,high.school,no,yes,no,telephone,jul,mon,1,-1,0,nonexistent,93.918,-42.7,4.96,0,0
46,admin.,married,university.degree,no,no,no,telephone,may,thu,2,-1,0,nonexistent,93.994,-36.4,4.86,0,0
37,admin.,married,university.degree,no,no,no,telephone,aug,fri,1,-1,0,nonexistent,93.444,-36.1,4.963,0,0
39,entrepreneur,single,university.degree,no,yes,no,telephone,jun,wed,1,-1,0,nonexistent,94.055,-39.8,0.727,0,0
24,blue-collar,single,basic.9y,no,yes,no,cellular,may,fri,4,-1,0,nonexistent,92.893,-46.2,1.25,0,0
45,retired,married,basic.4y,no,no,no,cellular,jul,wed,1,-1,0,nonexistent,93.918,-42.7,4.963,0,0
45,admin.,married,high.school,no,yes,no,telephone,jun,thu,2,-1,0,nonexistent,94.465,-41.8,4.955,0,0
27,blue-collar,married,basic.9y,no,yes,yes,cellular,may,fri,3,-1,0,nonexistent,92.893,-46.2,1.25,0,0
30,admin.,single,university.degree,no,yes,no,cellular,nov,mon,1,6,1,success,92.649,-30.1,0.722,1,0
56,entrepreneur,married,basic.4y,no,no,no,telephone,may,mon,1,-1,0,nonexistent,93.994,-36.4,4.857,0,0
43,technician,married,professional.course,no,no,no,telephone,may,wed,3,-1,0,nonexistent,93.994,-36.4,4.856,0,0
64,management,married,high.school,no,yes,no,cellular,apr,fri,2,-1,0,nonexistent,93.075,-47.1,1.4,0,1
33,blue-collar,married,basic.9y,unknown,yes,no,cellular,may,thu,3,-1,0,nonexistent,92.893,-46.2,1.327,0,0
36,admin.,married,university.degree,unknown,yes,yes,cellular,jun,tue,1,3,1,success,92.963,-40.8,1.262,1,0
51,technician,divorced,high.school,unknown,no,no,cellular,aug,tue,3,-1,0,nonexistent,93.444,-36.1,4.968,0,0
30,student,single,high.school,no,yes,no,telephone,apr,thu,2,-1,0,nonexistent,93.075,-47.1,1.365,0,0
31,technician,married,high.school,no,yes,no,telephone,jul,fri,1,-1,0,nonexistent,93.918,-42.7,4.959,0,0
39,services,married,high.school,no,yes,no,telephone,jul,mon,1,-1,0,nonexistent,93.918,-42.7,4.96,0,0
58,blue-collar,married,basic.4y,unknown,yes,yes,cellular,may,wed,1,-1,0,nonexistent,92.893,-46.2,1.281,0,0
43,blue-collar,married,basic.4y,unknown,no,no,telephone,may,thu,1,-1,0,nonexistent,93.994,-36.4,4.855,0,0
43,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,fri,3,-1,0,nonexistent,93.994,-36.4,4.857,0,0
34,blue-collar,married,basic.9y,no,no,no,cellular,may,tue,3,-1,0,nonexistent,92.893,-46.2,1.291,0,0
47,services,married,basic.6y,no,yes,no,cellular,jul,mon,3,-1,0,nonexistent,93.918,-42.7,4.962,0,0
31,services,single,basic.9y,no,yes,no,cellular,jul,thu,2,-1,0,nonexistent,93.918,-42.7,4.958,0,1
53,admin.,married,university.degree,unknown,no,no,cellular,jul,wed,1,-1,0,nonexistent,93.918,-42.7,4.962,0,1
44,unknown,married,high.school,unknown,no,no,cellular,jul,tue,3,-1,0,nonexistent,93.918,-42.7,4.961,0,0
45,technician,divorced,professional.course,no,no,no,telephone,may,thu,7,-1,0,nonexistent,93.994,-36.4,4.86,0,0
42,blue-collar,single,basic.4y,unknown,yes,no,cellular,nov,thu,1,-1,0,nonexistent,93.2,-42.0,4.076,0,0
36,admin.,single,university.degree,no,no,yes,telephone,may,tue,1,-1,0,nonexistent,93.994,-36.4,4.856,0,0
52,technician,married,basic.9y,no,yes,yes,telephone,jun,thu,3,-1,0,nonexistent,94.465,-41.8,4.955,0,0
39,management,single,university.degree,no,no,no,telephone,jun,mon,3,-1,0,nonexistent,94.465,-41.8,4.958,0,1
30,admin.,married,university.degree,no,yes,yes,telephone,may,fri,1,-1,0,nonexistent,93.994,-36.4,4.864,0,0
37,entrepreneur,divorced,high.school,no,no,yes,cellular,jul,wed,1,-1,0,nonexistent,93.918,-42.7,4.963,0,0
31,admin.,divorced,university.degree,no,yes,no,cellular,aug,tue,1,-1,0,nonexistent,93.444,-36.1,4.963,0,0
59,blue-collar,married,basic.4y,unknown,no,no,telephone,may,mon,1,-1,0,nonexistent,93.994,-36.4,4.857,0,0
34,management,married,basic.4y,no,no,no,cellular,may,thu,4,-1,0,nonexistent,92.893,-46.2,1.327,0,0
48,blue-collar,married,basic.9y,no,no,no,telephone,may,mon,1,-1,0,nonexistent,93.994,-36.4,4.858,0,1
38,admin.,single,high.school,no,yes,yes,cellular,apr,thu,1,13,1,success,93.749,-34.6,0.659,1,1
32,services,married,high.school,no,yes,no,telephone,may,tue,1,-1,0,nonexistent,93.994,-36.4,4.857,0,0
49,services,married,high.school,no,no,no,cellular,aug,tue,1,-1,0,nonexistent,93.444,-36.1,4.968,0,0
35,services,divorced,university.degree,no,yes,no,cellular,jul,tue,2,-1,0,nonexistent,93.918,-42.7,4.961,0,1
66,retired,married,basic.6y,unknown,no,no,cellular,aug,wed,1,-1,0,nonexistent,92.201,-31.4,0.879,0,0
45,management,married,university.degree,no,no,no,telephone,may,wed,2,-1,0,nonexistent,93.994,-36.4,4.857,0,0
53,admin.,divorced,high.school,no,no,yes,cellular,aug,fri,3,-1,0,nonexistent,93.444,-36.1,4.966,0,0
46,technician,single,university.degree,no,no,no,cellular,aug,thu,2,-1,0,nonexistent,93.444,-36.1,4.968,0,0
28,self-employed,single,basic.9y,no,yes,no,telephone,may,tue,4,-1,0,nonexistent,93.994,-36.4,4.857,0,0
38,unknown,married,unknown,unknown,yes,no,telephone,may,thu,1,-1,0,nonexistent,93.994,-36.4,4.86,0,0
52,management,married,university.degree,no,yes,no,cellular,nov,tue,1,-1,0,nonexistent,93.2,-42.0,4.153,0,0
34,admin.,married,high.school,no,no,no,cellular,jul,fri,7,-1,0,nonexistent,92.469,-33.6,1.059,0,0
38,housemaid,married,high.school,no,yes,no,cellular,jul,wed,5,-1,0,nonexistent,93.918,-42.7,4.963,0,0
33,housemaid,married,basic.4y,no,unknown,unknown,telephone,may,tue,8,-1,0,nonexistent,93.994,-36.4,4.856,0,0
40,technician,single,high.school,no,no,no,cellular,aug,fri,1,-1,0,nonexistent,93.444,-36.1,4.964,0,0
34,admin.,married,university.degree,no,no,no,telephone,may,fri,4,-1,0,nonexistent,93.994,-36.4,4.864,0,0
33,blue-collar,single,high.school,no,no,no,telephone,may,fri,5,-1,0,nonexistent,93.994,-36.4,4.855,0,0
31,blue-collar,married,basic.9y,no,yes,yes,cellular,apr,thu,2,-1,2,failure,93.075,-47.1,1.41,0,0
46,entrepreneur,married,basic.4y,no,yes,no,cellular,nov,mon,1,-1,0,nonexistent,93.2,-42.0,4.191,0,0
35,student,single,high.school,no,no,no,telephone,jun,wed,4,-1,0,nonexistent,94.465,-41.8,4.864,0,0
28,blue-collar,married,basic.9y,no,yes,no,telephone,may,fri,3,-1,0,nonexistent,93.994,-36.4,4.859,0,0
42,blue-collar,married,basic.4y,no,no,no,cellular,jul,mon,4,-1,0,nonexistent,93.918,-42.7,4.96,0,0
28,admin.,married,high.school,no,no,no,telephone,may,tue,6,-1,0,nonexistent,93.994,-36.4,4.856,0,0
38,admin.,married,high.school,no,yes,no,telephone,may,thu,5,-1,0,nonexistent,93.994,-36.4,4.855,0,0
39,technician,married,high.school,no,yes,no,cellular,nov,fri,3,-1,0,nonexistent,93.2,-42.0,4.021,0,0
41,blue-collar,married,unknown,no,yes,yes,cellular,jul,tue,1,-1,0,nonexistent,93.918,-42.7,4.962,0,0
53,technician,married,professional.course,no,yes,no,telephone,jul,thu,1,-1,0,nonexistent,93.918,-42.7,4.968,0,0
33,management,married,basic.9y,unknown,yes,no,cellular,may,tue,3,-1,0,nonexistent,92.893,-46.2,1.291,0,0
36,self-employed,divorced,professional.course,unknown,yes,yes,cellular,jul,tue,4,-1,0,nonexistent,93.918,-42.7,4.961,0,0
31,admin.,single,university.degree,no,no,no,telephone,may,fri,2,-1,0,nonexistent,93.994,-36.4,4.859,0,0
41,services,single,high.school,unknown,yes,no,cellular,nov,thu,1,-1,0,nonexistent,93.2,-42.0,4.076,0,0
27,admin.,single,university.degree,no,no,no,telephone,jun,fri,2,-1,0,nonexistent,94.465,-41.8,4.959,0,0
33,technician,married,basic.9y,no,no,no,telephone,may,mon,1,-1,0,nonexistent,93.994,-36.4,4.857,0,0
33,entrepreneur,married,university.degree,no,no,yes,telephone,jun,thu,2,-1,0,nonexistent,94.465,-41.8,4.958,0,0
43,unemployed,married,high.school,no,no,no,cellular,aug,thu,4,3,2,success,92.201,-31.4,0.873,1,0
31,services,married,high.school,unknown,no,no,telephone,may,tue,1,-1,0,nonexistent,93.994,-36.4,4.857,0,0
42,admin.,married,university.degree,no,no,no,telephone,may,thu,2,-1,0,nonexistent,93.994,-36.4,4.86,0,0
36,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,2,-1,0,nonexistent,93.994,-36.4,4.859,0,0
35,blue-collar,married,high.school,no,yes,no,cellular,may,tue,1,-1,0,nonexistent,92.893,-46.2,1.291,0,0
35,admin.,divorced,university.degree,no,no,no,telephone,jun,mon,3,-1,0,nonexistent,94.465,-41.8,4.96,0,0
42,entrepreneur,married,high.school,no,no,no,cellular,aug,fri,3,-1,0,nonexistent,93.444,-36.1,4.964,0,0
34,unemployed,single,university.degree,no,yes,yes,telephone,may,thu,1,-1,0,nonexistent,93.994,-36.4,4.86,0,0
53,self-employed,married,university.degree,no,yes,no,cellular,aug,fri,2,-1,0,nonexistent,93.444,-36.1,4.963,0,0
59,admin.,divorced,university.degree,no,no,no,cellular,apr,wed,1,-1,0,nonexistent,93.075,-47.1,1.415,0,0
25,technician,single,professional.course,no,yes,no,cellular,nov,wed,1,-1,0,nonexistent,92.649,-30.1,0.716,0,1
52,blue-collar,married,unknown,unknown,yes,no,telephone,jun,thu,4,-1,0,nonexistent,94.465,-41.8,4.961,0,0
46,services,married,basic.9y,no,yes,no,cellular,jul,thu,9,-1,0,nonexistent,93.918,-42.7,4.968,0,0
58,self-employed,married,university.degree,no,yes,yes,cellular,aug,tue,4,-1,0,nonexistent,93.444,-36.1,4.963,0,0
31,admin.,married,high.school,unknown,yes,no,telephone,may,thu,2,-1,0,nonexistent,93.994,-36.4,4.86,0,0
31,technician,single,professional.course,no,no,no,cellular,mar,fri,2,-1,0,nonexistent,93.369,-34.8,0.653,0,0
54,admin.,married,university.degree,no,no,no,cellular,mar,mon,2,-1,0,nonexistent,92.843,-50.0,1.56,0,0
29,entrepreneur,married,basic.6y,no,yes,yes,telephone,jul,fri,3,-1,0,nonexistent,93.918,-42.7,4.959,0,0
35,technician,married,professional.course,no,yes,yes,cellular,jul,wed,2,-1,0,nonexistent,93.918,-42.7,4.963,0,0
34,management,divorced,basic.6y,unknown,yes,no,telephone,may,thu,5,-1,0,nonexistent,93.994,-36.4,4.855,0,0
47,services,married,high.school,unknown,yes,no,telephone,may,mon,1,-1,0,nonexistent,93.994,-36.4,4.857,0,0
54,technician,married,university.degree,unknown,yes,yes,telephone,jun,fri,1,-1,0,nonexistent,94.465,-41.8,4.967,0,0
28,blue-collar,single,basic.9y,unknown,no,yes,telephone,may,fri,1,-1,0,nonexistent,93.994,-36.4,4.857,0,0
40,technician,single,professional.course,no,yes,no,cellular,apr,mon,1,-1,0,nonexistent,93.075,-47.1,1.405,0,0
23,blue-collar,married,professional.course,no,yes,no,telephone,may,tue,4,-1,0,nonexistent,93.994,-36.4,4.856,0,0
37,entrepreneur,married,basic.4y,no,yes,no,cellular,apr,fri,3,-1,0,nonexistent,93.075,-47.1,1.405,0,0
47,services,married,high.school,no,no,no,cellular,nov,tue,2,-1,0,nonexistent,93.2,-42.0,4.153,0,0
44,self-employed,married,university.degree,no,no,no,cellular,aug,thu,3,-1,0,nonexistent,93.444,-36.1,4.968,0,0
53,blue-collar,divorced,basic.4y,unknown,yes,no,telephone,jun,mon,1,-1,0,nonexistent,94.465,-41.8,4.96,0,0
39,technician,single,university.degree,no,no,no,cellular,jul,wed,1,-1,0,nonexistent,93.918,-42.7,4.963,0,0
23,admin.,single,university.degree,no,yes,no,cellular,apr,wed,1,-1,0,nonexistent,93.075,-47.1,1.405,0,1
32,management,married,university.degree,no,yes,yes,cellular,nov,fri,2,-1,0,nonexistent,93.2,-42.0,4.021,0,0
39,management,single,university.degree,no,no,no,cellular,apr,fri,2,-1,1,failure,93.075,-47.1,1.405,0,0
29,blue-collar,single,basic.9y,no,unknown,unknown,cellular,apr,thu,1,-1,0,nonexistent,93.075,-47.1,1.41,0,0
37,blue-collar,single,basic.4y,no,no,yes,cellular,jul,thu,3,-1,0,nonexistent,93.918,-42.7,4.958,0,0
41,blue-collar,married,unknown,unknown,yes,no,cellular,apr,fri,2,-1,1,failure,93.075,-47.1,1.405,0,0
43,entrepreneur,married,basic.4y,no,yes,no,telephone,jun,tue,2,-1,0,nonexistent,94.465,-41.8,4.864,0,0
24,self-employed,single,professional.course,no,yes,no,cellular,jul,mon,2,-1,0,nonexistent,93.918,-42.7,4.962,0,0
39,self-employed,married,basic.4y,unknown,yes,no,telephone,may,wed,3,-1,0,nonexistent,93.994,-36.4,4.858,0,0
41,admin.,married,university.degree,no,yes,no,cellular,apr,tue,1,-1,1,failure,93.075,-47.1,1.453,0,0
29,technician,married,professional.course,no,no,no,cellular,jul,thu,2,-1,1,failure,92.469,-33.6,1.072,0,0
33,technician,married,professional.course,no,yes,no,cellular,aug,fri,4,-1,0,nonexistent,93.444,-36.1,4.966,0,0
35,student,single,university.degree,unknown,yes,yes,telephone,may,mon,1,-1,0,nonexistent,93.994,-36.4,4.857,0,0
34,technician,single,university.degree,no,yes,no,cellular,jul,mon,3,-1,0,nonexistent,94.215,-40.3,0.793,0,1
54,admin.,married,university.degree,no,no,yes,cellular,nov,tue,4,-1,0,nonexistent,93.2,-42.0,4.153,0,0
56,technician,divorced,university.degree,unknown,yes,no,cellular,jul,thu,1,-1,0,nonexistent,93.918,-42.7,4.968,0,0
45,blue-collar,married,basic.4y,unknown,yes,yes,telephone,may,fri,1,-1,0,nonexistent,93.994,-36.4,4.855,0,0
46,blue-collar,single,basic.4y,unknown,yes,no,telephone,jul,wed,6,-1,0,nonexistent,93.918,-42.7,4.957,0,0
36,student,single,basic.9y,unknown,yes,no,cellular,may,thu,2,-1,0,nonexistent,92.893,-46.2,1.327,0,0
33,blue-collar,married,basic.9y,no,yes,no,cellular,apr,thu,1,-1,1,failure,93.075,-47.1,1.41,0,0
30,technician,divorced,basic.9y,no,yes,yes,cellular,nov,wed,1,-1,0,nonexistent,93.2,-42.0,4.12,0,0
34,blue-collar,married,basic.4y,unknown,no,no,cellular,may,fri,6,-1,1,failure,92.893,-46.2,1.25,0,0
36,management,married,university.degree,no,yes,no,cellular,mar,thu,1,-1,1,failure,92.843,-50.0,1.538,0,0
39,management,married,university.degree,no,no,no,cellular,nov,tue,1,-1,0,nonexistent,93.2,-42.0,4.153,0,0
41,blue-collar,married,basic.9y,no,no,no,cellular,aug,thu,1,-1,1,failure,92.201,-31.4,0.873,0,0
45,services,married,university.degree,unknown,yes,no,telephone,jul,mon,8,-1,0,nonexistent,93.918,-42.7,4.962,0,0
22,student,single,high.school,no,no,no,cellular,oct,fri,2,-1,1,failure,92.431,-26.9,0.739,0,1
29,services,divorced,high.school,no,yes,no,telephone,may,tue,3,-1,0,nonexistent,93.994,-36.4,4.857,0,0
33,admin.,married,high.school,no,no,no,telephone,jun,thu,1,-1,0,nonexistent,94.055,-39.8,0.742,0,0
35,entrepreneur,married,university.degree,no,no,no,telephone,jun,mon,2,-1,0,nonexistent,94.465,-41.8,4.96,0,1
44,blue-collar,single,basic.4y,no,no,no,telephone,may,wed,1,-1,0,nonexistent,93.994,-36.4,4.859,0,0
56,unemployed,married,professional.course,no,no,no,cellular,sep,fri,3,6,1,success,92.379,-29.8,0.762,1,1
46,services,married,high.school,no,no,no,telephone,apr,mon,1,-1,0,nonexistent,93.075,-47.1,1.405,0,0
29,admin.,single,university.degree,no,yes,no,cellular,oct,mon,2,-1,1,failure,92.431,-26.9,0.731,0,0
28,technician,single,professional.course,unknown,no,no,telephone,jun,thu,2,-1,0,nonexistent,94.465,-41.8,4.866,0,0
41,unknown,married,unknown,no,yes,no,cellular,aug,mon,1,-1,0,nonexistent,93.444,-36.1,4.97,0,0
58,admin.,divorced,basic.9y,unknown,no,no,telephone,may,tue,1,-1,0,nonexistent,93.994,-36.4,4.856,0,0
49,entrepreneur,married,basic.4y,unknown,no,no,telephone,jun,thu,1,-1,0,nonexistent,94.465,-41.8,4.866,0,0
50,services,married,high.school,unknown,no,no,cellular,may,mon,2,-1,1,failure,92.893,-46.2,1.299,0,0
39,blue-collar,married,basic.4y,no,no,yes,telephone,may,fri,1,-1,0,nonexistent,93.994,-36.4,4.857,0,0
47,technician,married,professional.course,unknown,yes,no,telephone,may,mon,4,-1,0,nonexistent,93.994,-36.4,4.858,0,0
49,blue-collar,married,basic.9y,no,yes,no,cellular,nov,fri,1,-1,1,failure,93.2,-42.0,4.021,0,0
40,admin.,single,high.school,no,no,yes,cellular,may,wed,1,-1,0,nonexistent,92.893,-46.2,1.281,0,0
48,housemaid,married,basic.6y,unknown,no,no,cellular,aug,fri,8,-1,0,nonexistent,93.444,-36.1,4.966,0,0
56,technician,married,high.school,no,yes,no,telephone,may,wed,14,-1,0,nonexistent,93.994,-36.4,4.858,0,0
31,student,single,university.degree,unknown,no,no,telephone,may,mon,2,-1,0,nonexistent,93.994,-36.4,4.857,0,0
36,admin.,single,high.school,no,no,no,cellular,jul,tue,1,-1,0,nonexistent,93.918,-42.7,4.961,0,0
55,admin.,married,university.degree,unknown,no,yes,cellular,aug,fri,2,-1,0,nonexistent,93.444,-36.1,4.963,0,0
48,blue-collar,married,basic.6y,no,no,no,cellular,aug,thu,1,-1,0,nonexistent,93.444,-36.1,4.963,0,0
45,admin.,married,university.degree,no,yes,no,cellular,may,fri,1,-1,1,failure,92.893,-46.2,1.25,0,0
33,admin.,single,university.degree,no,no,no,cellular,mar,mon,1,6,2,success,93.369,-34.8,0.646,1,1
37,services,married,high.school,unknown,yes,no,telephone,may,wed,5,-1,0,nonexistent,93.994,-36.4,4.859,0,0
45,blue-collar,single,basic.9y,no,yes,no,cellular,apr,mon,1,-1,0,nonexistent,93.075,-47.1,1.466,0,0
31,blue-collar,single,high.school,no,no,no,cellular,may,wed,1,-1,1,failure,92.893,-46.2,1.334,0,0
36,admin.,married,university.degree,no,yes,no,cellular,oct,wed,1,6,1,success,92.431,-26.9,0.735,1,1
48,management,married,university.degree,no,no,no,telephone,jun,fri,3,-1,0,nonexistent,94.465,-41.8,4.959,0,0
36,management,single,university.degree,no,no,no,cellular,jul,mon,5,-1,0,nonexistent,93.918,-42.7,4.962,0,0
34,admin.,single,high.school,no,no,no,cellular,nov,mon,1,-1,1,failure,93.2,-42.0,4.191,0,0
49,admin.,married,high.school,unknown,no,no,cellular,oct,wed,1,6,3,success,94.601,-49.5,0.985,1,1
